transaction_id,user_id,product_id,timestamp,transaction_amount
75787eec-3657-4db6-9da0-440015fb97be,258,44,2024-12-11 01:29:39,396.51
8eba3047-17e5-4d5a-ae1e-e1dbc19ee416,161,11,2025-04-13 11:05:11,186.32
fce61b40-d466-4703-8d05-605cf5ecf832,510,306,2025-01-03 03:11:46,329.0
74463295-387f-4b57-ad33-896b21584184,678,8,2025-02-02 04:50:48,449.36
20d6c9fb-cf73-450d-8469-4de7cee8eb3c,52,12,2024-10-13 11:23:19,97.0
fd03eefc-6574-4e8b-a4b9-cdce730800b4,985,339,2025-04-03 22:42:28,376.55
c14d417b-eaee-49c2-863c-9b5574996517,974,318,2025-06-02 03:15:50,318.93
5effd3ce-b77c-41d8-9aeb-4cca8a2855ef,426,363,2025-08-04 21:38:31,448.74
3f2f0469-269b-4298-b347-d85a4ffb068a,358,3,2025-09-26 17:44:54,309.13
cfc1d4cf-cb35-46a3-be9e-1cf28824a289,97,446,2025-07-19 13:42:42,98.64
33c2138a-3616-4f6e-923a-0ddfcd06c4a8,97,212,2025-10-01 18:38:28,490.46
506e8be3-01c8-437e-b94a-a904b184c57e,820,383,2025-07-01 17:36:05,58.93
1458bee6-d7ee-4016-b10f-8083c9cbf045,109,317,2025-08-02 01:31:42,150.88
a83f86e3-5aa6-44bf-8dec-faf42ffd9c5d,14,209,2025-04-06 19:15:41,390.87
ce28690c-71f5-49d1-a058-6aaf195d8e0d,246,21,2025-07-21 00:00:32,83.27
73814941-82e7-4a25-a315-f7b2f05d5812,667,347,2025-09-18 11:39:32,149.06
c2f0efac-36cb-4b74-ac91-237e8ba7b431,730,208,2025-07-11 04:47:32,394.88
973a73e7-b170-4b43-8d02-157179847053,34,149,2025-03-02 23:43:15,320.01
7b1a34ce-fdad-42b8-b200-0965527dc17f,107,144,2025-03-28 12:24:12,319.27
f322f225-73ef-4321-a5e0-4dca90e8855c,140,456,2024-11-02 04:38:53,328.02
bf91bf58-5e98-48c6-85c4-c2c7a1396db5,680,263,2025-10-04 18:25:25,385.0
52c2344e-529a-450c-b768-ed4a6a13b773,217,463,2024-11-11 21:15:41,285.71
12504ef3-c87e-4c7e-b184-b9c3a479f378,458,145,2025-02-11 15:51:05,154.76
48d8906b-eaa8-4c36-919a-de95c4d9a382,889,261,2025-05-23 14:04:31,90.26
789081f9-4482-4e86-992f-5cabcc2529e8,967,71,2025-09-25 07:15:14,82.63
df02de5b-b25c-4d55-805e-bb93224a4876,762,257,2024-11-18 01:55:13,128.82
715094bb-ae8b-4122-9c39-cdd2eace3412,838,61,2025-05-21 16:34:47,56.65
ecba8380-5028-4c50-8790-ae111b5c5564,184,357,2025-08-02 04:32:42,426.88
d7247750-6e4c-4499-b26c-e6fa99bcb609,45,11,2025-01-18 22:18:36,293.68
b4cd19d9-e1b0-4194-881c-f4504f9708d4,74,230,2025-04-24 11:57:22,297.71
78a11316-b811-4d70-b1b0-d3c4ddfc47ff,160,120,2025-08-31 11:28:38,84.88
4f06cdc3-fedf-4f64-a7b4-f186db9bbf0e,456,280,2025-03-25 11:37:40,190.54
c1c65f31-c76d-48b6-a71c-0109708d23ef,70,393,2025-07-08 23:54:34,279.46
87e0cc53-f607-4bee-ae77-95d7dc61c06f,35,326,2025-03-26 22:29:54,199.12
575c4f2d-227c-4bd7-83bf-1cfdc788a490,649,268,2025-08-08 09:28:10,247.94
75457bba-7bdf-41ab-b338-f4aef8ee7ffe,687,442,2025-04-22 21:55:13,161.24
33010983-861b-498b-80af-07e181173bdb,217,493,2025-01-29 15:03:52,448.04
3432d6f7-3d8c-4031-b578-e73fe4424b74,215,437,2025-09-24 22:37:10,399.44
34acfba8-9dae-4f98-9f60-211c08de8c9f,470,314,2025-03-03 16:04:38,446.08
39c5828b-fea6-4f96-98ac-fa59cc973771,530,181,2025-10-13 11:15:51,84.53
06b03cb9-0f17-42df-96a6-8557cae12451,212,131,2025-02-14 06:51:06,126.66
cf9dc5cb-76df-4194-a63e-2aa4e1f277d5,760,50,2025-08-19 01:57:15,31.67
4c28b1cf-7cf7-414d-a23e-b7370a674de2,283,464,2024-11-05 04:49:33,109.93
d5192e13-6888-463b-8123-5d4c80360a4e,989,109,2024-12-06 15:35:31,334.79
796f895a-a353-4f34-b802-791bebb75369,283,113,2025-06-29 03:05:38,25.27
16ea6f60-bb7f-4bcb-a226-22cf93a9207f,206,323,2025-02-26 19:17:40,413.42
ed8f6c0d-1225-441d-a0ba-65baf270ab31,238,17,2025-05-25 00:19:54,12.94
742d2433-5fc1-4ade-895d-0c53647a5a01,698,499,2024-11-18 18:00:04,81.25
3e71f778-a81f-4447-8d94-ffaf073de7a7,596,362,2025-08-01 22:45:19,192.74
7becbcde-5585-4842-9208-bf00c95f6d2d,99,132,2025-08-30 18:15:57,8.22
80c77930-e0ec-4c31-8ac4-f8470ef02f7a,229,327,2025-03-21 01:02:18,229.25
e2186df9-efd3-4f38-9b6c-10b4f720b8a0,896,244,2025-09-18 20:57:14,181.44
92a29f83-2dc5-4c58-b25e-9a5e3a807b31,162,42,2025-03-01 09:20:10,21.57
5837023f-120c-4684-9634-fe3a5f31363a,487,84,2024-10-17 10:07:57,45.69
9a088d0c-1219-41ea-8dcc-d46337cd7036,889,293,2025-09-02 21:22:49,476.09
2e32e558-9394-4e56-9dd0-7380146c5df3,121,172,2025-03-17 09:08:28,281.05
f8fc1be5-726d-4265-bb77-a4e664850c9d,415,245,2025-05-29 16:30:49,391.15
c6e58817-215e-46b7-ad2e-db1549e66d5b,992,223,2025-05-22 05:42:19,198.72
c26976d8-9ff0-4dd1-be40-3f834972ab4e,502,488,2025-05-06 10:45:46,193.72
c942c7a5-dedd-40c8-a59a-8fe5cb7bc442,727,272,2025-02-18 14:24:34,44.6
d588962b-717f-4962-bc3c-ced8e07e83d5,388,373,2025-09-29 14:31:51,101.99
fc30811a-04e6-426f-a2d9-2cb300a2c84f,902,380,2025-02-07 14:11:14,228.59
8128ec31-73e8-4294-a2ff-441551716dff,823,2,2025-05-04 05:48:08,239.22
c9d6c979-f2ea-49d3-aca9-664541d9f0e4,572,216,2024-12-21 02:34:58,409.78
14ef5e10-3e95-4750-8b9c-36565ef6825f,616,362,2025-06-20 23:20:45,490.69
c7c2fdca-a4e3-4b73-ad1f-98a243bb64d7,791,35,2025-03-12 06:55:34,499.92
6af2fbf9-24ea-404f-adf1-3a730920e065,379,63,2025-06-06 09:23:55,261.06
06e9e1d8-e44d-477d-b505-253237321698,642,193,2025-08-17 09:55:44,463.39
86e3e864-530d-4c6a-be9f-e9d09c0b638b,498,232,2025-02-24 22:34:45,78.18
3f45defa-4deb-4d67-abd5-6a726a76b9c3,719,459,2025-06-20 23:59:39,105.04
c780f0c1-4151-4ace-804b-e6fca4af1065,76,84,2024-10-15 17:03:21,458.95
58ac6eaf-fbf1-49d8-8eb6-dbf1b9b55894,890,475,2025-10-02 06:47:39,287.59
b773cba9-0c4f-46ba-ba2a-00e788ada779,678,79,2025-03-18 22:56:31,69.24
25a91dea-65bb-40ce-a06d-8999f0214bf4,318,93,2025-06-17 23:49:41,417.9
ee32974f-6f17-418d-9f2b-76b9c34b37a4,624,16,2025-04-01 05:41:12,350.02
809b4abb-1cce-4955-a124-f75c7def0e4c,582,372,2025-06-29 11:51:01,176.69
c6c9c670-888a-411b-a42b-4a6628226716,36,277,2025-01-31 08:46:31,340.41
f875b1f3-bc58-4d63-8c36-f59807a5d0b8,810,287,2025-01-30 18:50:58,292.45
6e297b0a-33b0-4978-afd0-079809bbffc3,98,299,2025-06-16 12:12:13,408.26
39006c12-ec2d-4376-ae2b-bca40b22cc46,370,314,2025-07-25 10:14:10,177.3
46f858c4-54ae-40a4-8277-04a92b0c27d6,836,205,2025-04-11 19:49:31,344.42
27897428-8039-4ef7-a26a-3d1c1cd16bef,297,468,2025-04-04 07:30:08,126.99
95de5344-21e1-44d5-99a1-5c17f1727999,441,454,2025-03-18 06:21:08,18.98
3e8eb2d4-3ef7-4b5d-81dc-c6225b3971f4,239,397,2024-12-31 09:30:31,142.06
443fba66-c32b-4ca0-84a5-fd046b2e257c,258,493,2025-09-22 23:33:23,497.28
5dd8a114-612a-4af2-9924-18e9ec5695ef,620,388,2025-05-08 23:07:35,486.34
904fd117-c227-444b-8a52-33507e18ef7b,615,381,2025-03-22 09:37:14,493.78
689065fb-b6e4-4565-b6da-c28e0307b14a,345,421,2025-06-19 07:32:15,158.83
a843c0fb-76bd-4e08-a9bc-708559456a59,886,411,2024-11-14 18:35:34,155.02
c9ee108f-1dab-483e-a696-3d6a53c1d6b5,460,110,2025-07-25 07:30:49,400.12
6b950615-50a7-4a46-8112-7192b1b29e08,779,26,2025-03-14 18:19:27,258.36
835d6759-8d9d-466f-8b6b-93ab65bd3a22,875,335,2024-10-30 14:06:55,186.07
793f9322-d09e-4497-abec-e3502699acc0,389,361,2025-07-13 18:33:39,78.42
1c0e2fe7-454a-45c0-8355-d6d9c3592be1,338,308,2025-09-16 07:35:24,131.71
38a36d73-d2d6-4dc2-90ba-5871b7100c5f,406,112,2025-02-01 04:21:30,362.85
775c7570-c87a-4109-a0bb-3236a92e6463,235,309,2025-05-10 20:34:12,219.4
2efa6d7e-60f9-41de-81d3-e8c01c8e98bf,844,297,2025-02-28 08:30:55,56.88
3e71662c-a39a-455c-b450-a29a8d09c37c,930,182,2024-11-11 19:50:27,99.42
fea28964-0ede-4185-8ae3-a12046668cfa,318,432,2025-07-20 20:57:46,211.16
25fe1bdd-8a3b-4c48-a870-ec8781701246,872,277,2025-01-27 18:06:44,254.85
fb8a993c-ab32-480a-b3d2-ee828d3c75c9,806,316,2025-01-23 15:07:32,21.52
6c853a0b-ae59-4467-8ce8-94ef8d6d14ea,835,354,2025-03-03 00:05:51,91.16
0c1637a7-79be-432f-a63c-f3a2f664ff01,218,54,2025-04-26 02:55:01,212.46
7c5180eb-f174-4719-974e-3f1f83ce6b0d,820,406,2024-10-19 00:52:29,153.23
47d99bc7-f243-40b5-ba64-2b7c97390a7f,587,243,2025-06-09 13:55:02,127.99
f45fe5a0-c560-4838-82e7-472695cc2cc0,721,244,2024-12-13 13:37:13,84.17
df4aa52f-5b20-4b3e-a687-e3a4a124365a,503,238,2025-09-14 04:53:17,467.39
46e434a7-52f9-436b-9153-814dc39299d5,440,163,2025-09-17 08:17:45,311.12
5e70a140-7518-423a-bac8-7d9cc0ead9af,395,366,2025-10-03 10:02:51,423.16
398de58f-7ee3-49c1-94cc-4ab938045d88,705,299,2025-04-08 08:36:43,7.69
f49a0d26-ba31-4e80-8f44-bfffa9eacc2f,30,1,2025-02-27 18:36:53,292.02
d3dd1c35-89dc-45e2-957c-d94c28ed2e12,966,255,2025-06-14 19:01:16,212.58
1f43567f-3ffe-4f36-aa7e-a0f75fcd4d94,483,382,2025-10-07 18:18:16,23.45
04d8087e-ddb7-430f-bbf1-e541903471ea,920,146,2025-09-09 00:30:52,239.67
f3aad179-6e92-488d-af4a-2c1aaf9df362,582,450,2024-10-26 05:42:20,142.42
b622d83c-374b-49bf-ad52-b8d6d9eca4a5,636,132,2024-11-24 04:08:24,402.51
98a01c2f-41c0-4764-ad03-e261715a5ce4,350,487,2024-12-14 03:03:29,339.0
88b76f54-b928-4c27-853a-8d1bfaa0d0ae,693,493,2024-11-15 22:04:23,458.18
4d770392-59f6-45f5-acd2-04a68c35474a,762,343,2025-08-14 10:01:39,113.86
a9a0f1a9-933c-4c77-bd3c-7abfc313d0af,370,439,2025-09-25 10:20:20,131.93
0b63ce82-6255-4b3e-a9c5-173bad6f5fec,247,387,2025-08-27 10:42:11,455.37
1291f4d3-54aa-49c9-9f34-1d17de8c9258,190,115,2025-05-17 06:01:08,484.72
bf941b84-4186-4e54-8d45-b633f2236201,594,484,2025-10-07 18:14:41,373.36
e8945182-e7b7-4018-b7f0-504d60ef4a12,218,344,2024-10-21 02:27:59,468.92
95b5cd8e-3bb8-434d-a9de-a83984f25f3d,583,79,2025-01-06 19:17:44,262.02
f6e85bf4-090d-403b-876e-fc8c594db087,454,283,2024-12-04 17:43:33,145.92
7a7f9ee2-c3b4-4733-9796-818e5956b3c4,350,417,2025-08-28 23:14:52,211.66
a351a477-3f92-456a-a191-d9bca4d00b70,618,473,2025-03-22 18:33:49,380.17
8abe8085-368c-491a-bd97-284f18e546b7,841,398,2025-06-03 14:51:43,180.67
5e65f835-ef72-47ca-ae59-5fb4194b5ec9,280,243,2024-10-23 10:15:07,318.57
fecb3da2-263e-492f-aeef-8504451c1837,266,88,2025-06-04 01:21:45,433.48
4fa825c6-861a-4d51-aaed-3a6a783b32d8,235,255,2025-01-13 00:04:52,407.81
a23d8189-c2cb-4134-b06e-d8999f4b7fca,407,272,2024-11-08 07:13:59,41.15
0f5d5882-087d-4f09-882a-cc519a8a2d0f,266,286,2024-10-14 07:12:40,66.62
6e2a3390-06ec-4320-ad3d-4e6ad610316e,787,256,2025-06-27 15:32:33,435.9
fec100a9-5e45-4378-b0d6-06b349033f48,937,170,2025-06-10 13:49:06,363.79
cec0166e-3723-4010-a84f-04f2dd647a00,126,95,2025-07-11 21:16:19,281.82
4a5fcb59-6592-4d96-90b0-3d1c6f81a12f,903,251,2025-05-13 23:11:10,32.51
afb58a32-afd8-4a80-89ef-f63da4f5d55c,748,6,2025-06-03 20:08:21,351.63
e5f2532b-4a9c-47be-a636-ed0f0380e098,927,350,2025-08-08 23:09:57,414.09
1f6351a3-2c18-4947-92bd-c387647ee7e9,115,437,2025-08-16 01:25:29,18.9
3f13d6d7-def4-49be-b5c7-653a17bf8466,969,108,2025-04-02 12:57:49,279.54
bc13876d-5fd7-4216-abf3-f2883ea10deb,946,467,2025-01-12 01:26:33,422.82
41ea8e03-57e6-4d00-a063-651ceba127b3,762,117,2024-10-15 19:36:52,336.38
367cf19a-1f13-4215-b1e3-9089c5bd1603,818,46,2025-07-22 07:36:04,479.37
cb4fb970-208e-4ffd-8298-d859b2aa78f0,685,247,2025-02-22 07:53:38,72.34
900e9ad4-28e1-4e74-875f-9f134d609305,231,137,2025-01-29 13:08:21,145.09
e4706b0e-c757-49d6-a3d4-746504c0b185,875,160,2025-01-14 00:18:29,394.8
9dda27bc-d648-4998-9a20-be16386841ae,432,150,2025-07-07 22:06:39,310.72
3621de87-024f-4f84-a512-8ab11ac4c5a0,6,121,2025-02-24 20:27:40,108.83
f849c32d-96d8-41b8-99f7-a62b425e404b,607,461,2025-04-22 14:54:50,100.89
17d9b7ba-3d23-4dcf-bbb3-1a4e23f08a82,652,274,2025-01-22 21:40:42,354.76
91af73b3-b127-471b-abcc-4c359e533bad,114,179,2025-03-05 08:57:50,328.37
c33b8dc8-943a-4766-9c4a-c1fc8bb625e6,711,179,2025-07-08 10:04:15,58.83
90d3deb2-ace4-471c-970d-e655c241b153,170,91,2025-06-24 11:14:35,336.33
82fafffc-692c-4f03-ac66-d4d3d39de1a8,853,277,2025-08-30 17:23:48,34.42
3183989e-79e3-4f84-8d4f-ef5688720616,588,220,2025-01-18 11:18:51,107.6
49f05703-356a-44c7-a404-7eb3907520f2,293,148,2024-11-29 18:12:51,183.46
07c522ab-2c7a-4d82-9055-99ea5ee5ed35,341,257,2025-04-22 17:26:09,207.89
cb9edb2e-472c-402a-8ed4-e6e081ea6dc5,172,395,2025-07-10 02:22:41,121.29
b23ec992-d5aa-493a-b68c-16c70a1913da,161,126,2025-07-20 17:26:30,177.64
c9534711-261e-4922-be25-774f1537f12e,663,100,2025-09-25 12:49:54,452.21
9fb90b3a-a68f-485b-a4a0-11e52329a745,882,201,2024-12-29 18:40:06,338.84
397f61a4-b9cd-4d18-92b6-aec9ca58388d,917,41,2025-05-12 06:48:21,130.68
918b93b2-b111-4e23-8995-b3767dea3b4e,455,291,2025-09-10 07:38:13,306.08
de8d6c0e-e6ab-49c1-9654-ecf96da48338,497,240,2025-08-04 16:58:17,242.94
5afbba4a-6989-4771-8186-587924d67326,474,205,2025-02-06 00:48:45,474.05
4c4c49c2-b415-47b5-ab64-074eea2a8a1b,788,231,2024-12-08 07:44:43,463.41
618a949f-43ea-4d19-bd85-29be4a6e6629,525,368,2025-05-18 21:10:07,309.45
78346722-5be3-4377-bdf9-08d541376aca,779,462,2025-02-16 15:22:30,379.53
7b3ba9b6-ace9-4527-b9da-ea23b9464098,764,226,2024-12-21 00:58:36,168.27
f9c0d605-3e5d-4d9d-9c3d-235b3f31c7eb,101,432,2025-09-23 18:51:09,379.41
ef6b8f99-af42-4e64-9cce-ccbc63c8714f,197,446,2025-06-27 07:06:14,498.76
bb0aa51f-9038-4984-bd08-40a9836a56cc,956,138,2025-05-08 05:04:03,454.93
9ba043ed-9a4f-4508-a712-ff6657837fab,978,418,2025-07-24 23:42:20,41.52
087678a5-0370-412e-ab4a-0bcdb33c5811,458,69,2024-10-31 23:30:08,445.05
5bfa7e0f-2853-4e14-b08f-3d930b34d70f,570,303,2025-07-03 01:14:36,350.13
7e104975-83ca-4eec-a805-8dd8796b8e67,769,35,2025-09-08 11:21:33,307.99
6879da82-7de7-4fcb-bbf2-3253896970e1,606,202,2025-03-30 00:50:01,105.89
a911374d-57bf-45ba-a199-0ae1bcdddf5f,508,48,2025-05-12 12:55:36,97.39
6826d361-4cf6-4c01-8d1c-6e5cba84ba2a,686,482,2025-07-28 15:03:46,453.25
f06ba26a-7ca0-4a7a-ac9d-f55a320e1d5d,139,454,2025-02-04 16:24:14,292.76
bc9fcd53-7fd8-457d-a943-c74be1e3d044,754,305,2025-06-06 21:50:48,80.53
1b614c1f-22a6-4373-b00c-83dc65eb8fb6,884,200,2025-08-19 01:10:07,461.38
1d9d5988-3719-4a0d-9072-40a404c67bda,129,45,2025-04-23 10:25:04,120.87
6d7bd6dc-4dea-46ec-9fba-97797101dc75,498,335,2025-09-11 19:36:13,375.69
c41c0547-9f41-4013-828c-550a16c0a145,203,234,2024-11-27 03:16:00,224.78
ae1a4b6e-009a-4e46-97f5-eb6e67f23a57,313,227,2025-07-05 10:21:12,75.1
b1afcf9d-9778-448b-830c-471b0e1477d3,146,267,2024-11-02 08:35:42,177.53
ce39f63a-faa8-4147-a946-ba3251fa8914,292,115,2024-12-19 11:23:59,87.51
e62005f1-49d2-4730-b46c-9767bb17ae76,463,118,2025-07-09 09:32:29,375.16
5c092443-fa3b-41f2-934b-070c9455ece2,57,120,2025-03-20 23:05:27,99.89
681d4f6f-70d5-4338-9bef-66ba2a890bdd,3,417,2025-07-16 14:06:25,371.71
6a6cb905-b1c6-4bcc-88e6-63076db7671b,555,300,2025-07-19 05:38:23,321.15
7266bc6e-c706-4c62-b868-ec990540f5df,741,361,2025-08-03 19:01:20,194.64
ff871cf5-1ed7-4a08-820b-700a07ab1542,213,223,2025-03-07 22:32:55,468.59
bcfa9235-7ba6-4757-952d-e0db23373480,406,282,2025-02-23 04:19:16,57.91
a16f5ca8-6348-4f89-8e66-c48eb3c77f91,806,467,2025-10-13 04:28:44,395.77
ad46aaca-ac36-4ff9-bfb8-abfb93472b5e,262,488,2025-03-11 07:54:08,249.42
5143074b-5d47-4c28-b159-bd259d2b955d,617,487,2025-09-01 22:19:40,388.57
0bb95b22-654d-41f0-bc1a-c7889310772f,5,369,2025-06-28 08:05:23,55.18
5a702214-638d-49c8-86fa-b4a420d0ca2d,140,38,2024-11-28 02:43:02,87.48
36a4e705-934e-47c6-9300-d694c15a123b,718,365,2025-05-23 05:58:27,150.51
9a9b400e-133e-4208-b12d-3f1abb2e64f9,571,290,2025-04-16 01:16:02,125.51
a095e1fe-1bc5-41bd-8f9a-89980ee7b717,955,158,2025-08-07 05:19:19,468.06
3868dd1e-40dd-4520-ac78-a0374c452760,211,338,2025-07-03 09:24:01,223.15
3ff7008c-31d7-4639-83f0-5b730b6b254c,880,437,2024-11-24 20:31:55,376.95
b5977132-6e17-4273-b9ac-22e9d89df30e,833,369,2024-11-12 07:38:34,249.5
e0dd6eca-7bc0-4ded-a6e1-d02689ff655e,819,474,2025-08-22 09:25:03,299.11
aea999d9-4dbf-4404-aa53-595173dede42,774,195,2024-11-12 19:33:14,362.19
44f351ff-1fb7-4c7b-af3d-7b2ed4f174a2,500,471,2025-05-28 23:56:12,193.98
5bb04626-453f-4a92-8f36-c7560256e717,880,81,2025-06-13 22:13:51,439.16
2a27ee82-7f0b-4b21-be9d-68743bdc4f9e,891,386,2025-04-29 15:33:10,265.07
45a4ac70-34b4-4b1d-b894-37a3056f317a,222,16,2025-09-10 19:52:30,151.02
eaccaefb-0661-44da-a255-200ab7169ea8,612,51,2025-04-26 12:07:05,84.78
c473a480-3709-459f-9ae5-1299753934c8,124,97,2025-01-25 18:09:33,182.96
b69044a7-0979-4120-8157-749c1380e902,864,288,2025-09-11 12:15:31,496.07
a6ea42cf-b583-4f93-9ba7-9d4304e06753,465,413,2025-07-31 00:04:59,38.88
e4c0324d-0a4d-4792-83be-c45b79c0b533,90,439,2024-12-28 09:53:32,200.43
e3542f95-44e2-4f1c-8f2f-1276f7c8de1e,158,143,2025-04-20 17:31:04,233.38
6d388add-8360-46b2-8ffe-17e329508ee0,264,79,2025-07-18 16:47:56,106.2
fffc4b6f-2aa6-402a-9e7e-1819daa339f2,219,138,2025-06-03 18:55:19,410.72
22218870-11bd-42d6-ad03-cc4e52de54c0,162,42,2025-09-08 10:43:55,316.38
4c627334-325e-4fbf-8880-8835b1040b72,165,199,2025-04-20 11:42:12,457.19
17d0e270-f4a8-4f59-a888-caeac6cd2b29,715,487,2025-02-09 17:54:10,292.34
2d7fa1b2-a154-46ae-ac98-eb499055b31e,27,319,2024-11-10 21:57:41,213.14
059d344b-c415-48a5-a939-6e07967a24f7,667,315,2024-10-18 16:30:37,347.21
02b1de31-a496-4234-a6a7-2a1f098ee502,243,91,2025-02-27 00:40:43,46.06
a4ec39d8-0dde-4cbb-a74a-8262c083c9b7,120,185,2025-08-17 19:35:31,385.77
cf308f55-9806-4c1b-99a0-ed41c21953db,683,450,2024-11-20 21:05:26,21.7
6f18ad45-ac2b-4f12-8bf4-e106d80a2d03,619,50,2025-03-20 18:32:49,100.54
0cc6bdcd-fc82-40ae-9bf7-02df003952f7,678,434,2025-09-24 08:06:05,220.22
ecc0a54a-6151-48c1-be92-f6446879e9be,554,400,2025-01-24 00:56:57,252.37
7a92f313-5f48-40ec-a1b5-4765ea02f8e6,824,439,2025-04-27 07:58:35,124.95
7f472968-a413-4cb9-a505-94cef1ec50f2,302,62,2025-05-02 09:24:18,318.89
2abcfb42-bdd6-44e4-a4f0-5a860b06b2b0,467,205,2024-10-15 11:42:56,478.12
4279cd4e-0a87-483a-a7b1-cbc768971697,587,402,2025-09-25 09:07:27,439.33
2e3da64c-7e96-4982-852a-2a39806db856,455,182,2025-02-22 11:21:23,298.57
56d8e32a-2924-47d0-b3c1-c5a822f53188,1,53,2025-03-20 07:07:19,103.95
